label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-2194519.955966811;False;False;66031.86691892988;True;False;33.234255797448775;False;False;7.381435685910617;False;False;90.78288921057782;False;False;0.9899999999999994;True;False;0.9901775959961573;False;False;86898.36409967807;False;False;3162822.8857572875;True;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-4875.398512730514;False;5514.327489425556;False;638.9289766950424;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-11307314.132231962;False;False;639540.4143343999;True;False;17.680374654665133;False;False;13.252521164529412;False;False;22.999243131632113;False;False;0.9900000000000005;True;False;0.7790740951935575;False;False;14.548269913066814;False;False;3631.161047277953;True;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-31726.24309507678;False;33621.80755050794;False;1895.5644554311584;False;nan;False
