label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-1137592.164226224;False;False;43948.03624381658;True;False;25.88493733633619;False;False;4.70818180748671;False;False;77.0658650728887;False;False;0.9899999999999997;True;False;0.9964786121408501;False;False;135924.80760532594;False;False;3162822.8857572214;True;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-2634.3618808501415;False;2936.2513839519324;False;301.889503101791;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-7162299.650925191;False;False;617796.0402472948;True;False;11.593307797923448;False;False;7.391461286428182;False;False;17.14762992206704;False;False;0.9900000000000004;True;False;0.9118220363101704;False;False;24.357129179248552;False;False;3631.16104727797;True;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-20432.103296735087;False;21227.884384524034;False;795.781087788946;False;nan;False
