label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-1658477.497969344;False;False;55406.31209808356;True;False;29.933006460228;False;False;6.082959391020665;False;False;85.03254260484408;False;False;0.9899999999999995;True;False;0.9937221550389269;False;False;104217.10785748462;False;False;3162822.885757239;True;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-3753.6677287987227;False;4219.552587583067;False;465.8848587843445;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-9254771.189181374;False;False;630586.8485339207;True;False;14.676441810827805;False;False;10.336715302808898;False;False;20.088162219530318;False;False;0.9900000000000007;True;False;0.852428481478602;False;False;17.782736490093033;False;False;3631.1610472779453;True;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-26181.381524433185;False;27469.404371482688;False;1288.0228470495022;False;nan;False
