label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;cone;cone_set;cone_param;Sirr;Sirr_set
turbine_hp;turbine;['power'];[None];[3580539.7685423046];['0x0000020EB1305788'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-3580539.7685423046;False;False;0.9000000000000029;True;False;0.1;False;False;0x0000020EB308DCC8;False;m;0x0000020EAE679908;False;nan;796.2271478638611;False
turbine_lp;turbine;['power'];[None];[1504785.8472959537];['0x0000020EB1312D08'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-1504785.8472959537;False;False;0.9000000000000061;True;False;0.21158906950121786;False;False;0x0000020EB156E508;False;m;0x0000020EB156E908;False;nan;423.1264772297114;False
