label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-1365591.21642624;False;False;64511.58114401837;False;False;21.16815604592975;False;False;4.9999999999998295;True;False;56.22551334282201;False;False;0.99;True;False;0.99;True;False;269966.969187407;False;False;3162822.885757261;False;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-3002.151859194255;False;3239.2694927092916;False;237.1176335150367;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-12039780.788462667;False;False;396737.2297360947;False;False;30.346990113510138;False;False;12.000000000001137;True;False;61.67927876136366;False;False;0.99;True;False;0.99;True;False;183.21057011289957;False;False;3631.1610472779525;False;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-30468.860720249133;False;33669.0208206435;False;3200.160100394365;False;nan;False
