id;s;s_id;t;t_id;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;water;water0;water_set;balance
0x0000020EB34F6D48;source;out1;valve_turb;in1;[];[];nan;False;False;6.491193508124516;kg / s;False;6.491193508124516;True;nan;nan;nan;False;100.0;bar;False;100.0;True;nan;nan;nan;False;3501.958852501496;kJ / kg;False;3501.958852501496;False;nan;nan;nan;False;550.0000000000016;C;False;550.0000000000016;True;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.23144005909970264;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x0000020EB34F6048;valve_turb;out1;turbine_hp;in1;['p'];[];nan;False;False;6.491193508124515;kg / s;False;6.491193508124515;False;nan;nan;nan;False;104.88599996293351;bar;False;104.88599996293351;False;nan;nan;nan;False;3501.958852501496;kJ / kg;False;3501.958852501496;False;nan;nan;nan;False;551.9545856711852;C;False;551.9545856711852;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.2205990689828114;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB34F6F08;turbine_hp;out1;splitter1;in1;['p'];[];nan;False;False;6.491193508124516;kg / s;False;6.491193508124516;False;nan;nan;nan;False;9.448355778068311;bar;False;9.448355778068311;False;nan;nan;nan;False;2903.405980902316;kJ / kg;False;2903.405980902316;False;nan;nan;nan;False;231.16897910117922;C;False;231.16897910117922;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;1.535516924382302;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB15C8C08;splitter1;out1;valve_pre;in1;[];[];nan;False;False;1.0810916484927888;kg / s;False;1.0810916484927888;False;nan;nan;nan;False;9.448355778068311;bar;False;9.448355778068311;False;nan;nan;nan;False;2903.405980902316;kJ / kg;False;2903.405980902316;False;nan;nan;nan;False;231.16897910117922;C;False;231.16897910117922;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.25573640979756734;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB1310588;valve_pre;out1;preheater;in1;[];[];nan;False;False;1.0810916484927888;kg / s;False;1.0810916484927888;False;nan;nan;nan;False;9.448355778068311;bar;False;9.448355778068311;False;nan;nan;nan;False;2903.405980902316;kJ / kg;False;2903.405980902316;False;nan;nan;nan;False;231.16897910117922;C;False;231.16897910117922;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.25573640979756734;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB34FFE08;splitter1;out2;turbine_lp;in1;[];[];nan;False;False;5.410101859631727;kg / s;False;5.410101859631727;False;nan;nan;nan;False;9.448355778068311;bar;False;9.448355778068311;False;nan;nan;nan;False;2903.405980902316;kJ / kg;False;2903.405980902316;False;nan;nan;nan;False;231.16897910117922;C;False;231.16897910117922;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;1.2797805145847345;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB1D1C288;preheater;out1;valve1;in1;[];[];nan;False;False;1.0810916484927888;kg / s;False;1.0810916484927888;False;nan;nan;nan;False;9.353872220287622;bar;False;9.353872220287622;False;nan;nan;nan;False;749.8046730819331;kJ / kg;False;749.8046730819331;False;nan;nan;nan;False;176.99601476542097;C;False;176.99601476542097;False;nan;nan;nan;False;9.47488709685353e-16;nan;False;nan;False;nan;nan;nan;False;0.0012144540741132997;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB3308C88;valve1;out1;merge1;in2;[];[];nan;False;False;1.0810916484927888;kg / s;False;1.0810916484927888;False;nan;nan;nan;False;0.5562931202225174;bar;False;0.5562931202225174;False;nan;nan;nan;False;749.8046730819331;kJ / kg;False;749.8046730819331;False;nan;nan;nan;False;83.99736012027671;C;False;83.99736012027671;False;nan;nan;nan;False;0.1732054324806382;nan;False;nan;False;nan;nan;nan;False;0.5499586368007542;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB12F5248;turbine_lp;out1;merge1;in1;[];[];nan;False;False;5.410101859631728;kg / s;False;5.410101859631728;False;nan;nan;nan;False;0.5562931202225174;bar;False;0.5562931202225174;False;nan;nan;nan;False;2455.748614343473;kJ / kg;False;2455.748614343473;False;nan;nan;nan;False;83.99736012027671;C;False;83.99736012027671;False;nan;nan;nan;False;0.9156083304508176;nan;False;nan;False;nan;nan;nan;False;14.524674230978857;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB12F80C8;merge1;out1;condenser;in1;[];[];nan;False;False;6.491193508124515;kg / s;False;6.491193508124515;False;nan;nan;nan;False;0.5562931202225174;bar;False;0.5562931202225174;False;nan;nan;nan;False;2171.6280215146844;kJ / kg;False;2171.6280215146844;False;nan;nan;nan;False;83.99736012027671;C;False;83.99736012027671;False;nan;nan;nan;False;0.7919630298126766;nan;False;nan;False;nan;nan;nan;False;15.07463286777961;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
