id;s;s_id;t;t_id;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;water;water0;water_set;balance
0x0000020E8B5C0788;cycle opener;out1;turbine;in1;['p'];[];nan;False;False;8.673006849769873;kg / s;False;8.673006849769873;False;nan;nan;nan;False;100.0;bar;False;100.0;True;nan;nan;nan;False;3375.127429851555;kJ / kg;False;3375.127429851555;False;nan;nan;nan;False;500.0000000000009;C;False;500.0000000000009;True;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.28456735541085776;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x0000020EA58FC808;turbine;out1;condenser;in1;[];[];nan;False;False;8.673006849769873;kg / s;False;8.673006849769873;False;nan;nan;nan;False;0.05629016106716475;bar;False;0.05629016106716475;False;nan;nan;nan;False;2159.6569891125932;kJ / kg;False;2159.6569891125932;False;nan;nan;nan;False;34.999999999999545;C;False;34.999999999999545;False;nan;nan;nan;False;0.8325451797904969;nan;False;nan;False;nan;nan;nan;False;182.0003624634666;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EA58F5588;condenser;out1;pump;in1;[];[];nan;False;False;8.673006849769873;kg / s;False;8.673006849769873;False;nan;nan;nan;False;0.028145080533582376;bar;False;0.028145080533582376;False;nan;nan;nan;False;96.54920909324892;kJ / kg;False;96.54920909324892;False;nan;nan;nan;False;23.02018279162297;C;False;23.02018279162297;False;nan;nan;nan;False;1.6509263973873692e-15;nan;False;nan;False;nan;nan;nan;False;0.008694814306467404;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EAEA772C8;pump;out1;steam generator;in1;[];[];nan;False;False;8.673006849769873;kg / s;False;8.673006849769873;False;nan;nan;nan;False;105.26315789473685;bar;False;105.26315789473685;False;nan;nan;nan;False;109.70572054017877;kJ / kg;False;109.70572054017877;False;nan;nan;nan;False;23.8373078335718;C;False;23.8373078335718;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.008655640908037474;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB12AB408;steam generator;out1;cycle closer;in1;[];[];nan;False;False;8.673006849769873;kg / s;False;8.673006849769873;False;nan;nan;nan;False;100.0;bar;False;100.0;False;0x0000020E8B5C0788;1.0;0.0;True;3375.127429851555;kJ / kg;False;3375.127429851555;False;0x0000020E8B5C0788;1.0;0.0;True;500.0000000000009;C;False;500.0000000000009;False;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.28456735541085776;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000020EB1884F88;cooling water inlet;out1;condenser;in2;[];[];nan;False;False;428.12661542208707;kg / s;False;428.12661542208707;False;nan;nan;nan;False;5.0;bar;False;5.0;True;nan;nan;nan;False;84.38240998788744;kJ / kg;False;84.38240998788744;False;nan;nan;nan;False;19.999999999954298;C;False;19.999999999954298;True;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.4288171386378829;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x0000020EB1CD3348;condenser;out2;cooling water outlet;in1;[];[];nan;False;False;428.12661542208707;kg / s;False;428.12661542208707;False;nan;nan;nan;False;4.9;bar;False;4.9;False;nan;nan;nan;False;126.1769335315367;kJ / kg;False;126.1769335315367;False;nan;nan;nan;False;29.999999999988972;C;False;29.999999999988972;True;nan;nan;nan;False;-1.0;nan;False;nan;False;nan;nan;nan;False;0.4299225601472058;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
