label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat output'];[None];[-64377981.30609692];['0x00000299030B1948'];['pr2'];['zeta2', 'kA'];nan;False;False;-62275103.721653275;False;False;2522881.6065435116;True;False;24.68411659117593;False;False;17.129243196356754;False;False;34.18846564583043;False;False;0.99;True;False;0.9827855130600195;False;False;1.3170733290452674;False;False;14.115716285831322;True;False;False;False;0x000002990D7E2B88;False;m;0x000002990D7E2288;False;m;-169405.15447649924;False;182248.50760880054;False;12843.353132301301;False;nan;False
