label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;mass_deviation;mass_deviation_set;mass_deviation_var;fluid_deviation;fluid_deviation_set;fluid_deviation_var
ls cycle closer;cycle_closer;[];[];[];[];[];[];nan;False;False;3.552713678800501e-15;False;False;0.0;False;False
