label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor;compressor;['power output'];[None];[90870335.21643044];['0x000002990B6E53C8'];['pr', 'eta_s'];['eta_s_char'];nan;False;False;90870335.21643044;False;False;0.9099999999999999;True;False;14.0;True;False;0;False;False;0x000002990D7E5208;False;nan;0x000002990D7E5148;False;m;12955.582795440478;False
