label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['heat output'];[None];[-64377981.30609692];['0x00000299030B1948'];['pr2'];['zeta2', 'kA'];nan;False;False;-64377981.30609692;False;False;2668718.84622342;False;False;24.12317857956451;False;False;16.864245483061268;False;False;33.215281660248365;False;False;0.99;True;False;0.98;True;False;1.1359644298354699;False;False;14.115716285831326;False;False;False;False;0x000002990D7E2B88;False;m;0x000002990D7E2288;False;m;-175591.1875221558;False;188600.2456023576;False;13009.058080201823;False;nan;False
