label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set
combustion;combustion_chamber;['heat input'];[None];[261309548.98936585];['0x0000029906015B48'];[];[];nan;False;False;2.775198940649484;False;False;261309548.98936585;False;False;nan;False
