pv
0
0
0
0
0
0.036699656
0.12299018
0.265846993
0.362107422
0.538392447
0.760753934
0.79811381
0.945528942
0.990115512
0.927502359
0.789887761
0.703701581
0.548185962
0.38097414
0.178427414
0.035816265
0.001895477
0
0
0
0
0
0
0
0.015366247
0.069140693
0.241415541
0.456703401
0.633437358
0.785807976
0.911510621
0.98388898
1
0.962044813
0.866900426
0.729398253
0.564769244
0.372836555
0.18934323
0.056388102
0.003082927
0
0
0
0
0
0
0
0.008500661
0.079023717
0.186106019
0.336821449
0.472801896
0.690135075
0.849215064
0.927927746
0.949799322
0.92357344
0.835115231
0.702323338
0.544519989
0.366028885
0.202763581
0.073651363
0.005385557
0
0
0
0
0
0
0
0.009460051
0.084195363
0.243052508
0.426067073
0.594596855
0.748869281
0.87025986
0.938596532
0.949342633
0.889582883
0.687606784
0.459504443
0.366167114
0.319872051
0.208325715
0.077486744
0.006139081
0
0
0
0
0
0
0
0.003316073
0.02825153
0.153587897
0.345890693
0.376992048
0.601555202
0.741159046
0.612742409
0.537547319
0.625735027
0.810445766
0.727712815
0.491730722
0.293650273
0.1733364
0.067516535
0.00526933
0
0
0
0
0
0
0
0.022969762
0.103378545
0.226226188
0.346232902
0.432529288
0.499104772
0.576336204
0.725341084
0.849823792
0.784028899
0.549388734
0.34776674
0.23407951
0.177447272
0.097014135
0.041181488
0.003633086
0
0
0
0
0
0
0
0.011256068
0.099488893
0.260617199
0.421619117
0.524654425
0.629211429
0.656843404
0.770323432
0.773908451
0.728400087
0.689996944
0.662374858
0.535437389
0.36099602
0.208841242
0.08183608
0.007519888
0
0
