label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-2328240.3880677638;False;False;68358.69254925959;True;False;34.05917084195288;False;False;7.757391221875025;False;False;91.9850316938336;False;False;0.9899999999999994;True;False;0.9891695309375962;False;False;83923.46331296711;False;False;3162822.8857572423;True;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-5150.6247553624535;False;5833.670491488125;False;683.0457361256713;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-11819787.461934222;False;False;640883.4492047775;True;False;18.442959443874667;False;False;13.997360120271367;False;False;23.742867078055326;False;False;0.9900000000000004;True;False;0.7583974143173067;False;False;14.021009197945862;False;False;3631.1610472779485;True;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-33094.98411366324;False;35163.389803832666;False;2068.4056901694275;False;nan;False
