label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-17893347.90792129;False;False;4556180.467139111;False;False;3.9272693513733383;False;False;5.000000000010573;True;False;3.020182791668674;False;False;0.5;True;False;0.98;True;False;4.399259293103015;False;False;67.11289701578633;False;False;False;False;0x0000020EB1C33B08;False;m;0x0000020EB1C33E08;False;m;-58095.06105836375;False;60034.77060259372;False;1939.7095442299687;False;nan;False
