label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
steam generator;heat_exchanger_simple;[];[];[];[];[];[];nan;False;False;28321024.85224481;False;False;0.95;True;False;510644.2387434807;False;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;1;False;False;0x0000020EB1C32788;False;m;54217.03527242141;False;nan;False;nan;False;default;default
