label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;cone;cone_set;cone_param;Sirr;Sirr_set
turbine;turbine;['total output power'];['P'];[-10541783.458221821];['0x0000020EB2E3AC08'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-9527000.058902642;False;False;0.8995842520225419;False;False;0.0006149197395663728;False;False;0x0000020EB1C33C08;True;m;0x0000020EB1C33FC8;True;nan;3451.9762582147;False
