label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;cone;cone_set;cone_param;Sirr;Sirr_set
turbine_hp;turbine;['power'];[None];[3580539.7685423046];['0x0000020EB1305788'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-3321663.8259859644;False;False;0.8995500000000072;False;False;0.09099709065053802;False;False;0x0000020EB308DCC8;True;m;0x0000020EAE679908;True;nan;760.85134509023;False
turbine_lp;turbine;['power'];[None];[1504785.8472959537];['0x0000020EB1312D08'];['eta_s'];['eta_s_char', 'cone'];nan;False;False;-2053337.2586780635;False;False;0.8987861753643982;False;False;0.062256027344061035;False;False;0x0000020EB156E508;True;m;0x0000020EB156E908;True;nan;651.4618875794619;False
