label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;condenser;[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA'];nan;False;False;-1925327.3558613844;False;False;60865.56901582241;True;False;31.632454719364947;False;False;6.724568775289981;False;False;88.10863496975372;False;False;0.9899999999999994;True;False;0.9920478345756123;False;False;94411.48714475169;False;False;3162822.8857572665;True;False;False;False;0x0000020EAEE92A88;False;m;0x0000020EAEE92988;False;m;-4315.557177881238;False;4867.020218310421;False;551.4630404291829;False;nan;False
condenser;condenser;['heat'];[None];[12039780.788462667];['0x0000020EB1D07EC8'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-10284228.770559574;False;False;635703.1718484863;True;False;16.1777213422662;False;False;11.789821708021805;False;False;21.538920185318204;False;False;0.9900000000000005;True;False;0.8175212218587791;False;False;15.90280296327718;False;False;3631.1610472779935;True;False;False;False;0x0000020EB1577508;False;m;0x0000020EB1577808;False;m;-28974.56778016106;False;30550.999693141533;False;1576.4319129804717;False;nan;False
