label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;E;E_set;E_var;eta_opt;eta_opt_set;eta_opt_var;lkf_lin;lkf_lin_set;lkf_lin_var;lkf_quad;lkf_quad_set;lkf_quad_var;A;A_set;A_var;Tamb;Tamb_set;Tamb_var;Q_loss;Q_loss_set;Q_loss_var;SQ;SQ_set;hydro_group;energy_group
solar thermal collector;solar_collector;[];[];[];[];[];[];nan;False;False;33507.94333873975;False;False;0.99;True;False;603314059.1771523;False;False;1;False;False;1;False;False;0.0001;False;False;900.0;False;False;0.9;True;False;1;True;False;0.005;True;False;10;True;False;10;True;False;1000.0000000000091;False;False;101.05229125341185;False;default;default
